Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceName
0 days 02:11:59.348000,ZHO,24,0 days 00:01:51.997000,52.0,2.0,,0 days 02:11:34.813000,0 days 00:00:24.031000,0 days 00:00:47.070000,0 days 00:00:40.896000,0 days 02:10:31.416000,0 days 02:11:18.486000,0 days 02:11:59.382000,119.0,154.0,,259.0,False,HARD,51.0,True,Alfa Romeo,0 days 02:10:07.351000,,1,18.0,,,False,False,2023,Monaco Grand Prix
0 days 01:04:03.289000,HUL,27,0 days 00:02:00.092000,1.0,1.0,,0 days 01:03:31.449000,,0 days 00:00:41.349000,0 days 00:00:46.475000,,0 days 01:03:16.933000,0 days 01:04:03.479000,172.0,182.0,,282.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:02:02.950000,,12,20.0,,,False,False,2023,Monaco Grand Prix
0 days 02:15:34.503000,HUL,27,0 days 00:02:19.643000,54.0,2.0,,0 days 02:15:00.544000,0 days 00:00:27.923000,0 days 00:00:56.020000,0 days 00:00:55.700000,0 days 02:13:42.808000,0 days 02:14:38.828000,0 days 02:15:34.528000,114.0,121.0,,208.0,False,HARD,53.0,True,Haas F1 Team,0 days 02:13:14.860000,,12,18.0,,,False,False,2023,Monaco Grand Prix
0 days 02:24:26.762000,HUL,27,0 days 00:01:59.463000,59.0,3.0,,0 days 02:24:01.863000,0 days 00:00:28.367000,0 days 00:00:47.690000,0 days 00:00:43.406000,0 days 02:22:55.691000,0 days 02:23:43.381000,0 days 02:24:26.787000,129.0,131.0,,259.0,False,INTERMEDIATE,5.0,True,Haas F1 Team,0 days 02:22:27.299000,,21,17.0,,,False,False,2023,Monaco Grand Prix
0 days 01:44:09.949000,OCO,31,0 days 00:01:34.668000,32.0,1.0,,0 days 01:43:44.750000,0 days 00:00:19.996000,0 days 00:00:35.889000,0 days 00:00:38.783000,0 days 01:42:55.314000,0 days 01:43:31.203000,0 days 01:44:09.986000,195.0,195.0,,276.0,False,MEDIUM,32.0,True,Alpine,0 days 01:42:35.281000,,1,7.0,,,False,False,2023,Monaco Grand Prix
0 days 02:13:30.343000,OCO,31,0 days 00:01:54.547000,54.0,2.0,,0 days 02:13:06.406000,0 days 00:00:23.739000,0 days 00:00:49.044000,0 days 00:00:41.764000,0 days 02:11:59.572000,0 days 02:12:48.616000,0 days 02:13:30.380000,124.0,128.0,,252.0,False,HARD,22.0,True,Alpine,0 days 02:11:35.796000,,1,6.0,,,False,False,2023,Monaco Grand Prix
0 days 02:08:12.279000,NOR,4,0 days 00:01:35.974000,50.0,1.0,,0 days 02:07:48.380000,0 days 00:00:20.653000,0 days 00:00:37.187000,0 days 00:00:38.134000,0 days 02:06:56.997000,0 days 02:07:34.184000,0 days 02:08:12.318000,201.0,191.0,,279.0,False,MEDIUM,50.0,True,McLaren,0 days 02:06:36.305000,,1,11.0,,,False,False,2023,Monaco Grand Prix
0 days 02:14:52.825000,NOR,4,0 days 00:02:12.003000,54.0,2.0,,0 days 02:14:20.155000,0 days 00:00:25.114000,0 days 00:00:53.518000,0 days 00:00:53.371000,0 days 02:13:05.975000,0 days 02:13:59.493000,0 days 02:14:52.864000,122.0,118.0,,247.0,False,HARD,4.0,True,McLaren,0 days 02:12:40.822000,,12,11.0,,,False,False,2023,Monaco Grand Prix
0 days 01:42:58.065000,HAM,44,0 days 00:01:35.467000,31.0,1.0,,0 days 01:42:34.329000,0 days 00:00:20.415000,0 days 00:00:37.012000,0 days 00:00:38.040000,0 days 01:41:43.041000,0 days 01:42:20.053000,0 days 01:42:58.093000,197.0,189.0,,278.0,False,MEDIUM,31.0,True,Mercedes,0 days 01:41:22.598000,,1,8.0,,,False,False,2023,Monaco Grand Prix
0 days 02:13:34.498000,HAM,44,0 days 00:01:55.141000,54.0,2.0,,0 days 02:13:08.562000,0 days 00:00:23.451000,0 days 00:00:48.060000,0 days 00:00:43.630000,0 days 02:12:02.836000,0 days 02:12:50.896000,0 days 02:13:34.526000,122.0,136.0,,264.0,False,HARD,23.0,True,Mercedes,0 days 02:11:39.357000,,1,7.0,,,False,False,2023,Monaco Grand Prix
0 days 01:45:28.156000,SAI,55,0 days 00:01:33.612000,33.0,1.0,,0 days 01:45:04.670000,0 days 00:00:20.097000,0 days 00:00:36.115000,0 days 00:00:37.400000,0 days 01:44:14.672000,0 days 01:44:50.787000,0 days 01:45:28.187000,205.0,194.0,,279.0,False,HARD,33.0,True,Ferrari,0 days 01:43:54.544000,,1,6.0,,,False,False,2023,Monaco Grand Prix
0 days 02:15:32.974000,SAI,55,0 days 00:02:19.381000,55.0,2.0,,0 days 02:15:04.653000,0 days 00:00:27.227000,0 days 00:01:01.073000,0 days 00:00:51.081000,0 days 02:13:40.851000,0 days 02:14:41.924000,0 days 02:15:33.005000,122.0,119.0,,233.0,False,MEDIUM,22.0,True,Ferrari,0 days 02:13:13.593000,,12,8.0,,,False,False,2023,Monaco Grand Prix
0 days 02:13:27.079000,RUS,63,0 days 00:01:57.545000,54.0,1.0,,0 days 02:12:56.843000,0 days 00:00:23.347000,0 days 00:00:47.221000,0 days 00:00:46.977000,0 days 02:11:52.907000,0 days 02:12:40.128000,0 days 02:13:27.105000,131.0,147.0,,261.0,False,HARD,54.0,True,Mercedes,0 days 02:11:29.534000,,1,5.0,,,False,False,2023,Monaco Grand Prix
0 days 02:10:15.532000,BOT,77,0 days 00:01:49.586000,51.0,1.0,,0 days 02:09:45.894000,0 days 00:00:21.104000,0 days 00:00:43.040000,0 days 00:00:45.442000,0 days 02:08:47.062000,0 days 02:09:30.102000,0 days 02:10:15.544000,183.0,161.0,,261.0,False,HARD,51.0,True,Alfa Romeo,0 days 02:08:25.946000,,1,18.0,,,False,False,2023,Monaco Grand Prix
0 days 02:14:43.450000,PIA,81,0 days 00:02:11.859000,54.0,1.0,,0 days 02:14:18.342000,0 days 00:00:28.425000,0 days 00:00:55.684000,0 days 00:00:47.750000,0 days 02:13:00.037000,0 days 02:13:55.721000,0 days 02:14:43.471000,115.0,114.0,,220.0,False,HARD,54.0,True,McLaren,0 days 02:12:31.591000,,12,10.0,,,False,False,2023,Monaco Grand Prix
0 days 01:37:09.485000,VER,1,0 days 00:01:23.843000,26.0,1.0,,0 days 01:37:06.753000,0 days 00:00:23.774000,0 days 00:00:32.091000,0 days 00:00:27.978000,0 days 01:36:09.461000,0 days 01:36:41.552000,0 days 01:37:09.530000,265.0,267.0,,,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:35:45.642000,,1,1.0,,,False,False,2023,Spanish Grand Prix
0 days 02:11:47.766000,VER,1,0 days 00:01:22.849000,52.0,2.0,,0 days 02:11:45.029000,0 days 00:00:23.318000,0 days 00:00:31.785000,0 days 00:00:27.746000,0 days 02:10:48.280000,0 days 02:11:20.065000,0 days 02:11:47.811000,270.0,274.0,,308.0,False,HARD,26.0,True,Red Bull Racing,0 days 02:10:24.917000,,1,1.0,,,False,False,2023,Spanish Grand Prix
0 days 01:34:41.037000,HAM,44,0 days 00:01:24.672000,24.0,1.0,,0 days 01:34:38.319000,0 days 00:00:24.046000,0 days 00:00:32.498000,0 days 00:00:28.128000,0 days 01:33:40.431000,0 days 01:34:12.929000,0 days 01:34:41.057000,277.0,274.0,,,False,SOFT,27.0,False,Mercedes,0 days 01:33:16.365000,,1,2.0,,,False,False,2023,Spanish Grand Prix
0 days 02:09:25.886000,HAM,44,0 days 00:01:22.701000,50.0,2.0,,0 days 02:09:23.172000,0 days 00:00:23.424000,0 days 00:00:31.748000,0 days 00:00:27.529000,0 days 02:08:26.629000,0 days 02:08:58.377000,0 days 02:09:25.906000,,279.0,,,False,MEDIUM,26.0,True,Mercedes,0 days 02:08:03.185000,,1,2.0,,,False,False,2023,Spanish Grand Prix
0 days 01:36:10.938000,RUS,63,0 days 00:01:24.632000,25.0,1.0,,0 days 01:36:08.223000,0 days 00:00:24.139000,0 days 00:00:32.637000,0 days 00:00:27.856000,0 days 01:35:10.466000,0 days 01:35:43.103000,0 days 01:36:10.959000,261.0,265.0,,300.0,False,SOFT,25.0,True,Mercedes,0 days 01:34:46.306000,,1,2.0,,,False,False,2023,Spanish Grand Prix
0 days 02:03:01.172000,RUS,63,0 days 00:01:22.981000,45.0,2.0,,0 days 02:02:58.429000,0 days 00:00:23.560000,0 days 00:00:31.925000,0 days 00:00:27.496000,0 days 02:02:01.772000,0 days 02:02:33.697000,0 days 02:03:01.193000,268.0,269.0,,,False,MEDIUM,20.0,True,Mercedes,0 days 02:01:38.191000,,1,3.0,,,False,False,2023,Spanish Grand Prix
0 days 01:39:00.175000,PER,11,0 days 00:01:25.177000,27.0,1.0,,0 days 01:38:57.486000,0 days 00:00:24.127000,0 days 00:00:32.719000,0 days 00:00:28.331000,0 days 01:37:59.129000,0 days 01:38:31.848000,0 days 01:39:00.179000,263.0,269.0,,,False,MEDIUM,27.0,True,Red Bull Racing,0 days 01:37:34.998000,,1,4.0,,,False,False,2023,Spanish Grand Prix
0 days 02:09:45.466000,PER,11,0 days 00:01:23.039000,50.0,2.0,,0 days 02:09:42.859000,0 days 00:00:23.533000,0 days 00:00:31.818000,0 days 00:00:27.688000,0 days 02:08:45.964000,0 days 02:09:17.782000,0 days 02:09:45.470000,270.0,271.0,,,False,HARD,23.0,True,Red Bull Racing,0 days 02:08:22.427000,,1,3.0,,,False,False,2023,Spanish Grand Prix
0 days 01:22:36.615000,SAI,55,0 days 00:01:24.981000,15.0,1.0,,0 days 01:22:33.894000,0 days 00:00:24.204000,0 days 00:00:32.448000,0 days 00:00:28.329000,0 days 01:21:35.886000,0 days 01:22:08.334000,0 days 01:22:36.663000,266.0,277.0,,305.0,False,SOFT,18.0,False,Ferrari,0 days 01:21:11.634000,,1,3.0,,,False,False,2023,Spanish Grand Prix
0 days 01:57:50.080000,SAI,55,0 days 00:01:24.280000,41.0,2.0,,0 days 01:57:47.341000,0 days 00:00:23.902000,0 days 00:00:32.354000,0 days 00:00:28.024000,0 days 01:56:49.750000,0 days 01:57:22.104000,0 days 01:57:50.128000,271.0,278.0,,,False,MEDIUM,26.0,True,Ferrari,0 days 01:56:25.800000,,1,5.0,,,False,False,2023,Spanish Grand Prix
0 days 01:21:22.256000,STR,18,0 days 00:01:25.694000,14.0,1.0,,0 days 01:21:19.583000,0 days 00:00:24.226000,0 days 00:00:32.630000,0 days 00:00:28.838000,0 days 01:20:20.815000,0 days 01:20:53.445000,0 days 01:21:22.283000,,270.0,,302.0,False,SOFT,17.0,False,Aston Martin,0 days 01:19:56.562000,,1,5.0,,,False,False,2023,Spanish Grand Prix
0 days 01:48:37.569000,STR,18,0 days 00:01:25.200000,34.0,2.0,,0 days 01:48:34.819000,0 days 00:00:23.982000,0 days 00:00:32.530000,0 days 00:00:28.688000,0 days 01:47:36.378000,0 days 01:48:08.908000,0 days 01:48:37.596000,259.0,276.0,,302.0,False,SOFT,23.0,False,Aston Martin,0 days 01:47:12.369000,,1,7.0,,,False,False,2023,Spanish Grand Prix
0 days 01:28:12.461000,ALO,14,0 days 00:01:24.968000,19.0,1.0,,0 days 01:28:10.013000,0 days 00:00:24.090000,0 days 00:00:32.594000,0 days 00:00:28.284000,0 days 01:27:11.599000,0 days 01:27:44.193000,0 days 01:28:12.477000,273.0,278.0,,,False,SOFT,22.0,False,Aston Martin,0 days 01:26:47.493000,,1,5.0,,,False,False,2023,Spanish Grand Prix
0 days 02:02:04.224000,ALO,14,0 days 00:01:23.902000,44.0,2.0,,0 days 02:02:01.492000,0 days 00:00:23.787000,0 days 00:00:32.143000,0 days 00:00:27.972000,0 days 02:01:04.125000,0 days 02:01:36.268000,0 days 02:02:04.240000,275.0,280.0,,303.0,False,SOFT,28.0,False,Aston Martin,0 days 02:00:40.322000,,1,5.0,,,False,False,2023,Spanish Grand Prix
0 days 01:20:04.935000,OCO,31,0 days 00:01:25.472000,13.0,1.0,,0 days 01:20:02.225000,0 days 00:00:24.153000,0 days 00:00:32.754000,0 days 00:00:28.565000,0 days 01:19:03.661000,0 days 01:19:36.415000,0 days 01:20:04.980000,,269.0,,,False,SOFT,16.0,False,Alpine,0 days 01:18:39.463000,,1,8.0,,,False,False,2023,Spanish Grand Prix
0 days 01:50:00.304000,OCO,31,0 days 00:01:24.355000,35.0,2.0,,0 days 01:49:57.599000,0 days 00:00:23.739000,0 days 00:00:32.348000,0 days 00:00:28.268000,0 days 01:48:59.733000,0 days 01:49:32.081000,0 days 01:50:00.349000,268.0,274.0,,308.0,False,MEDIUM,22.0,True,Alpine,0 days 01:48:35.949000,,1,7.0,,,False,False,2023,Spanish Grand Prix
0 days 01:14:41.988000,ZHO,24,0 days 00:01:26.163000,9.0,1.0,,0 days 01:14:39.246000,0 days 00:00:24.633000,0 days 00:00:32.850000,0 days 00:00:28.680000,0 days 01:13:40.471000,0 days 01:14:13.321000,0 days 01:14:42.001000,246.0,268.0,,,False,SOFT,9.0,True,Alfa Romeo,0 days 01:13:15.825000,,1,11.0,,,False,False,2023,Spanish Grand Prix
0 days 01:51:28.603000,ZHO,24,0 days 00:01:24.350000,36.0,2.0,,0 days 01:51:25.957000,0 days 00:00:23.901000,0 days 00:00:32.267000,0 days 00:00:28.182000,0 days 01:50:28.167000,0 days 01:51:00.434000,0 days 01:51:28.616000,269.0,276.0,,299.0,False,HARD,27.0,True,Alfa Romeo,0 days 01:50:04.253000,,1,9.0,,,False,False,2023,Spanish Grand Prix
0 days 01:28:21.688000,GAS,10,0 days 00:01:26.187000,19.0,1.0,,0 days 01:28:18.997000,0 days 00:00:24.647000,0 days 00:00:33.060000,0 days 00:00:28.480000,0 days 01:27:20.174000,0 days 01:27:53.234000,0 days 01:28:21.714000,267.0,269.0,,305.0,False,SOFT,22.0,False,Alpine,0 days 01:26:55.501000,,1,7.0,,,False,False,2023,Spanish Grand Prix
0 days 01:55:33.117000,GAS,10,0 days 00:01:24.147000,39.0,2.0,,0 days 01:55:30.390000,0 days 00:00:23.685000,0 days 00:00:32.381000,0 days 00:00:28.081000,0 days 01:54:32.681000,0 days 01:55:05.062000,0 days 01:55:33.143000,272.0,277.0,,309.0,False,MEDIUM,20.0,True,Alpine,0 days 01:54:08.970000,,1,9.0,,,False,False,2023,Spanish Grand Prix
0 days 01:24:20.619000,LEC,16,0 days 00:01:26.277000,16.0,1.0,,0 days 01:24:17.861000,0 days 00:00:24.128000,0 days 00:00:33.187000,0 days 00:00:28.962000,0 days 01:23:18.494000,0 days 01:23:51.681000,0 days 01:24:20.643000,268.0,222.0,,,False,HARD,16.0,True,Ferrari,0 days 01:22:54.342000,,1,9.0,,,False,False,2023,Spanish Grand Prix
0 days 01:58:16.424000,LEC,16,0 days 00:01:23.726000,41.0,2.0,,0 days 01:58:13.699000,0 days 00:00:23.901000,0 days 00:00:32.017000,0 days 00:00:27.808000,0 days 01:57:16.623000,0 days 01:57:48.640000,0 days 01:58:16.448000,276.0,283.0,,306.0,False,SOFT,25.0,True,Ferrari,0 days 01:56:52.698000,,1,8.0,,,False,False,2023,Spanish Grand Prix
0 days 01:16:04.443000,TSU,22,0 days 00:01:24.958000,10.0,1.0,,0 days 01:16:01.776000,0 days 00:00:24.150000,0 days 00:00:32.634000,0 days 00:00:28.174000,0 days 01:15:03.644000,0 days 01:15:36.278000,0 days 01:16:04.452000,266.0,278.0,,305.0,False,SOFT,10.0,True,AlphaTauri,0 days 01:14:39.485000,,1,10.0,,,False,False,2023,Spanish Grand Prix
0 days 01:48:41.771000,TSU,22,0 days 00:01:24.505000,34.0,2.0,,0 days 01:48:38.975000,0 days 00:00:24.007000,0 days 00:00:32.570000,0 days 00:00:27.928000,0 days 01:47:41.282000,0 days 01:48:13.852000,0 days 01:48:41.780000,270.0,280.0,,,False,HARD,24.0,True,AlphaTauri,0 days 01:47:17.266000,,1,9.0,,,False,False,2023,Spanish Grand Prix
0 days 01:25:36.052000,PIA,81,0 days 00:01:24.904000,17.0,1.0,,0 days 01:25:33.328000,0 days 00:00:24.119000,0 days 00:00:32.543000,0 days 00:00:28.242000,0 days 01:24:35.274000,0 days 01:25:07.817000,0 days 01:25:36.059000,271.0,271.0,,302.0,False,SOFT,19.0,False,McLaren,0 days 01:24:11.148000,,1,8.0,,,False,False,2023,Spanish Grand Prix
0 days 01:55:32.008000,PIA,81,0 days 00:01:24.112000,39.0,2.0,,0 days 01:55:29.296000,0 days 00:00:24.012000,0 days 00:00:32.271000,0 days 00:00:27.829000,0 days 01:54:31.915000,0 days 01:55:04.186000,0 days 01:55:32.015000,275.0,276.0,,301.0,False,HARD,22.0,True,McLaren,0 days 01:54:07.896000,,1,7.0,,,False,False,2023,Spanish Grand Prix
0 days 01:14:47.863000,DEV,21,0 days 00:01:25.276000,9.0,1.0,,0 days 01:14:45.153000,0 days 00:00:24.098000,0 days 00:00:32.826000,0 days 00:00:28.352000,0 days 01:13:46.702000,0 days 01:14:19.528000,0 days 01:14:47.880000,259.0,269.0,,333.0,False,SOFT,9.0,True,AlphaTauri,0 days 01:13:22.587000,,1,16.0,,,False,False,2023,Spanish Grand Prix
0 days 01:54:20.534000,DEV,21,0 days 00:01:24.278000,38.0,2.0,,0 days 01:54:17.797000,0 days 00:00:24.055000,0 days 00:00:32.437000,0 days 00:00:27.786000,0 days 01:53:20.328000,0 days 01:53:52.765000,0 days 01:54:20.551000,270.0,270.0,,302.0,False,HARD,29.0,True,AlphaTauri,0 days 01:52:56.256000,,1,13.0,,,False,False,2023,Spanish Grand Prix
0 days 01:13:24.891000,HUL,27,0 days 00:01:26.934000,8.0,1.0,,0 days 01:13:22.201000,0 days 00:00:24.966000,0 days 00:00:33.339000,0 days 00:00:28.629000,0 days 01:12:22.948000,0 days 01:12:56.287000,0 days 01:13:24.916000,257.0,273.0,,313.0,False,SOFT,11.0,False,Haas F1 Team,0 days 01:11:57.957000,,1,17.0,,,False,False,2023,Spanish Grand Prix
0 days 01:38:07.292000,HUL,27,0 days 00:01:24.750000,26.0,2.0,,0 days 01:38:04.612000,0 days 00:00:23.903000,0 days 00:00:32.656000,0 days 00:00:28.191000,0 days 01:37:06.470000,0 days 01:37:39.126000,0 days 01:38:07.317000,270.0,273.0,,,False,MEDIUM,18.0,True,Haas F1 Team,0 days 01:36:42.542000,,1,14.0,,,False,False,2023,Spanish Grand Prix
0 days 02:01:08.167000,HUL,27,0 days 00:01:25.079000,43.0,3.0,,0 days 02:01:05.446000,0 days 00:00:24.400000,0 days 00:00:32.663000,0 days 00:00:28.016000,0 days 02:00:07.513000,0 days 02:00:40.176000,0 days 02:01:08.192000,,275.0,,306.0,False,HARD,17.0,True,Haas F1 Team,0 days 01:59:43.088000,,1,12.0,,,False,False,2023,Spanish Grand Prix
0 days 01:24:27.350000,ALB,23,0 days 00:01:26.763000,16.0,1.0,,0 days 01:24:24.705000,0 days 00:00:24.461000,0 days 00:00:32.950000,0 days 00:00:29.352000,0 days 01:23:25.107000,0 days 01:23:58.057000,0 days 01:24:27.409000,256.0,258.0,,304.0,False,SOFT,16.0,True,Williams,0 days 01:23:00.587000,,1,14.0,,,False,False,2023,Spanish Grand Prix
0 days 01:53:15.954000,ALB,23,0 days 00:01:26.232000,37.0,2.0,,0 days 01:53:13.252000,0 days 00:00:24.164000,0 days 00:00:33.239000,0 days 00:00:28.829000,0 days 01:52:13.945000,0 days 01:52:47.184000,0 days 01:53:16.013000,247.0,254.0,,308.0,False,HARD,21.0,True,Williams,0 days 01:51:49.722000,,1,19.0,,,False,False,2023,Spanish Grand Prix
0 days 01:03:47.600000,NOR,4,0 days 00:01:31.428000,1.0,1.0,,0 days 01:03:44.836000,,0 days 00:00:34.052000,0 days 00:00:28.208000,,0 days 01:03:19.477000,0 days 01:03:47.711000,236.0,261.0,,279.0,False,SOFT,3.0,False,McLaren,0 days 01:02:15.963000,,1,14.0,,,False,False,2023,Spanish Grand Prix
0 days 01:32:53.819000,NOR,4,0 days 00:01:25.334000,22.0,2.0,,0 days 01:32:51.102000,0 days 00:00:24.272000,0 days 00:00:32.773000,0 days 00:00:28.289000,0 days 01:31:52.778000,0 days 01:32:25.551000,0 days 01:32:53.840000,263.0,271.0,,305.0,False,HARD,21.0,True,McLaren,0 days 01:31:28.485000,,1,18.0,,,False,False,2023,Spanish Grand Prix
0 days 02:10:42.736000,NOR,4,0 days 00:01:23.934000,50.0,3.0,,0 days 02:10:40.014000,0 days 00:00:23.690000,0 days 00:00:32.187000,0 days 00:00:28.057000,0 days 02:09:42.513000,0 days 02:10:14.700000,0 days 02:10:42.757000,,271.0,,,False,MEDIUM,28.0,True,McLaren,0 days 02:09:18.802000,,1,15.0,,,False,False,2023,Spanish Grand Prix
0 days 01:16:09.932000,MAG,20,0 days 00:01:26.652000,10.0,1.0,,0 days 01:16:07.276000,0 days 00:00:25.021000,0 days 00:00:33.106000,0 days 00:00:28.525000,0 days 01:15:08.316000,0 days 01:15:41.422000,0 days 01:16:09.947000,263.0,266.0,,311.0,False,SOFT,10.0,True,Haas F1 Team,0 days 01:14:43.280000,,1,14.0,,,False,False,2023,Spanish Grand Prix
0 days 01:35:29.550000,MAG,20,0 days 00:01:25.931000,24.0,2.0,,0 days 01:35:26.927000,0 days 00:00:24.362000,0 days 00:00:33.105000,0 days 00:00:28.464000,0 days 01:34:27.996000,0 days 01:35:01.101000,0 days 01:35:29.565000,269.0,275.0,,,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:34:03.619000,,1,16.0,,,False,False,2023,Spanish Grand Prix
0 days 02:00:02.800000,MAG,20,0 days 00:01:26.156000,42.0,3.0,,0 days 02:00:00.119000,0 days 00:00:24.800000,0 days 00:00:32.936000,0 days 00:00:28.420000,0 days 01:59:01.459000,0 days 01:59:34.395000,0 days 02:00:02.815000,260.0,281.0,,311.0,False,HARD,18.0,True,Haas F1 Team,0 days 01:58:36.644000,,1,17.0,,,False,False,2023,Spanish Grand Prix
0 days 01:09:21.776000,BOT,77,0 days 00:01:25.549000,5.0,1.0,,0 days 01:09:19.002000,0 days 00:00:23.924000,0 days 00:00:33.137000,0 days 00:00:28.488000,0 days 01:08:20.151000,0 days 01:08:53.288000,0 days 01:09:21.776000,249.0,256.0,,328.0,False,SOFT,5.0,True,Alfa Romeo,0 days 01:07:56.227000,,1,19.0,,,False,False,2023,Spanish Grand Prix
0 days 01:56:01.144000,BOT,77,0 days 00:01:27.553000,39.0,2.0,,0 days 01:55:58.405000,0 days 00:00:24.774000,0 days 00:00:34.249000,0 days 00:00:28.530000,0 days 01:54:58.365000,0 days 01:55:32.614000,0 days 01:56:01.144000,258.0,268.0,,300.0,False,HARD,34.0,True,Alfa Romeo,0 days 01:54:33.591000,,1,18.0,,,False,False,2023,Spanish Grand Prix
0 days 01:25:53.024000,SAR,2,0 days 00:01:26.858000,17.0,1.0,,0 days 01:25:50.297000,0 days 00:00:24.200000,0 days 00:00:33.822000,0 days 00:00:28.836000,0 days 01:24:50.405000,0 days 01:25:24.227000,0 days 01:25:53.063000,,267.0,,327.0,False,MEDIUM,17.0,True,Williams,0 days 01:24:26.166000,,1,14.0,,,False,False,2023,Spanish Grand Prix
0 days 01:51:56.802000,SAR,2,0 days 00:01:24.804000,36.0,2.0,,0 days 01:51:54.097000,0 days 00:00:23.828000,0 days 00:00:32.943000,0 days 00:00:28.033000,0 days 01:50:55.865000,0 days 01:51:28.808000,0 days 01:51:56.841000,261.0,264.0,,305.0,False,HARD,19.0,True,Williams,0 days 01:50:31.998000,,1,20.0,,,False,False,2023,Spanish Grand Prix
0 days 01:18:12.358000,VER,1,0 days 00:01:33.192000,12.0,1.0,,0 days 01:17:50.274000,0 days 00:00:21.533000,0 days 00:00:24.637000,0 days 00:00:47.022000,0 days 01:17:00.734000,0 days 01:17:25.371000,0 days 01:18:12.393000,,272.0,,302.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:16:39.166000,,124,1.0,,,False,False,2023,Canadian Grand Prix
0 days 02:00:33.382000,VER,1,0 days 00:01:33.273000,42.0,2.0,,0 days 02:00:11.011000,0 days 00:00:21.536000,0 days 00:00:24.613000,0 days 00:00:47.124000,0 days 01:59:21.680000,0 days 01:59:46.293000,0 days 02:00:33.417000,255.0,275.0,,307.0,False,HARD,30.0,True,Red Bull Racing,0 days 01:59:00.109000,,1,1.0,,,False,False,2023,Canadian Grand Prix
0 days 01:16:02.546000,GAS,10,0 days 00:01:40.116000,10.0,1.0,,0 days 01:15:36.573000,0 days 00:00:22.314000,0 days 00:00:25.573000,0 days 00:00:52.229000,0 days 01:14:44.748000,0 days 01:15:10.321000,0 days 01:16:02.550000,,271.0,,333.0,False,SOFT,10.0,True,Alpine,0 days 01:14:22.430000,,1,19.0,,,False,False,2023,Canadian Grand Prix
0 days 01:49:37.622000,GAS,10,0 days 00:01:35.144000,33.0,2.0,,0 days 01:49:15.038000,0 days 00:00:22.010000,0 days 00:00:25.078000,0 days 00:00:48.056000,0 days 01:48:24.492000,0 days 01:48:49.570000,0 days 01:49:37.626000,252.0,280.0,,327.0,False,HARD,23.0,False,Alpine,0 days 01:48:02.478000,,1,18.0,,,False,False,2023,Canadian Grand Prix
0 days 01:54:28.260000,PER,11,0 days 00:01:33.650000,37.0,1.0,,0 days 01:54:06.501000,0 days 00:00:21.979000,0 days 00:00:24.845000,0 days 00:00:46.826000,0 days 01:53:16.616000,0 days 01:53:41.461000,0 days 01:54:28.287000,245.0,276.0,,302.0,False,HARD,37.0,True,Red Bull Racing,0 days 01:52:54.610000,,1,6.0,,,False,False,2023,Canadian Grand Prix
0 days 02:34:19.424000,PER,11,0 days 00:01:32.565000,68.0,2.0,,0 days 02:33:57.725000,0 days 00:00:21.437000,0 days 00:00:24.500000,0 days 00:00:46.628000,0 days 02:33:08.323000,0 days 02:33:32.823000,0 days 02:34:19.451000,253.0,272.0,,307.0,False,MEDIUM,31.0,True,Red Bull Racing,0 days 02:32:46.859000,,1,6.0,,,False,False,2023,Canadian Grand Prix
0 days 01:18:23.393000,ALO,14,0 days 00:01:39.554000,12.0,1.0,,0 days 01:18:00.977000,0 days 00:00:21.703000,0 days 00:00:24.834000,0 days 00:00:53.017000,0 days 01:17:05.591000,0 days 01:17:30.425000,0 days 01:18:23.442000,254.0,278.0,,155.0,False,MEDIUM,12.0,True,Aston Martin,0 days 01:16:43.839000,,124,3.0,,,False,False,2023,Canadian Grand Prix
0 days 01:59:21.666000,ALO,14,0 days 00:01:33.629000,41.0,2.0,,0 days 01:58:59.262000,0 days 00:00:21.484000,0 days 00:00:24.745000,0 days 00:00:47.400000,0 days 01:58:09.570000,0 days 01:58:34.315000,0 days 01:59:21.715000,250.0,278.0,,301.0,False,HARD,29.0,False,Aston Martin,0 days 01:57:48.037000,,1,2.0,,,False,False,2023,Canadian Grand Prix
0 days 01:56:55.582000,LEC,16,0 days 00:01:34.031000,39.0,1.0,,0 days 01:56:32.780000,0 days 00:00:21.695000,0 days 00:00:24.813000,0 days 00:00:47.523000,0 days 01:55:43.265000,0 days 01:56:08.078000,0 days 01:56:55.601000,258.0,280.0,,309.0,False,MEDIUM,39.0,True,Ferrari,0 days 01:55:21.551000,,1,4.0,,,False,False,2023,Canadian Grand Prix
