Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceName
0 days 01:00:20.045000,SAI,55,0 days 00:02:08.065000,31.0,1.0,,0 days 01:00:18.322000,0 days 00:00:26.800000,0 days 00:00:40.298000,0 days 00:01:00.967000,0 days 00:58:38.828000,0 days 00:59:19.126000,0 days 01:00:20.093000,267.0,130.0,,223.0,False,ULTRASOFT,33.0,False,Renault,0 days 00:58:11.980000,,14,9.0,,,False,False,2018,Chinese Grand Prix
0 days 00:47:59.740000,MAG,20,0 days 00:01:44.253000,24.0,1.0,,0 days 00:47:58.343000,0 days 00:00:26.572000,0 days 00:00:30.112000,0 days 00:00:47.569000,0 days 00:46:42.100000,0 days 00:47:12.212000,0 days 00:47:59.781000,270.0,263.0,,314.0,False,SOFT,27.0,False,Haas F1 Team,0 days 00:46:15.487000,,,7.0,,,False,False,2018,Chinese Grand Prix
0 days 00:26:20.779000,OCO,31,0 days 00:01:44.877000,11.0,1.0,,0 days 00:26:19.295000,0 days 00:00:26.781000,0 days 00:00:30.470000,0 days 00:00:47.626000,0 days 00:25:02.702000,0 days 00:25:33.172000,0 days 00:26:20.798000,268.0,264.0,,314.0,False,SOFT,10.0,True,Force India,0 days 00:24:35.902000,,,12.0,,,False,False,2018,Chinese Grand Prix
0 days 01:00:26.142000,OCO,31,0 days 00:02:08.026000,31.0,1.0,,0 days 01:00:24.436000,0 days 00:00:26.462000,0 days 00:00:42.232000,0 days 00:00:59.332000,0 days 00:58:44.597000,0 days 00:59:26.829000,0 days 01:00:26.161000,267.0,185.0,,206.0,False,SOFT,30.0,True,Force India,0 days 00:58:18.116000,,14,11.0,,,False,False,2018,Chinese Grand Prix
0 days 00:28:07.763000,PER,11,0 days 00:01:45.555000,12.0,1.0,,0 days 00:28:06.016000,0 days 00:00:26.906000,0 days 00:00:30.718000,0 days 00:00:47.931000,0 days 00:26:49.127000,0 days 00:27:19.845000,0 days 00:28:07.776000,273.0,264.0,,315.0,False,ULTRASOFT,14.0,False,Force India,0 days 00:26:22.208000,,,15.0,,,False,False,2018,Chinese Grand Prix
0 days 01:02:46.396000,PER,11,0 days 00:02:19.679000,32.0,1.0,,0 days 01:02:44.678000,0 days 00:00:37.518000,0 days 00:00:41.936000,0 days 00:01:00.225000,0 days 01:01:04.248000,0 days 01:01:46.184000,0 days 01:02:46.409000,235.0,225.0,,205.0,False,ULTRASOFT,34.0,False,Force India,0 days 01:00:26.717000,,4,11.0,,,False,False,2018,Chinese Grand Prix
0 days 00:44:57.137000,VAN,2,0 days 00:01:45.395000,22.0,1.0,,0 days 00:44:55.471000,0 days 00:00:26.890000,0 days 00:00:30.768000,0 days 00:00:47.737000,0 days 00:43:38.659000,0 days 00:44:09.427000,0 days 00:44:57.164000,269.0,265.0,,313.0,False,SOFT,21.0,True,McLaren,0 days 00:43:11.742000,,,12.0,,,False,False,2018,Chinese Grand Prix
0 days 00:46:36.868000,STR,18,0 days 00:01:45.569000,23.0,1.0,,0 days 00:46:35.303000,0 days 00:00:27.148000,0 days 00:00:30.426000,0 days 00:00:47.995000,0 days 00:45:18.468000,0 days 00:45:48.894000,0 days 00:46:36.889000,269.0,263.0,,311.0,False,SOFT,22.0,True,Williams,0 days 00:44:51.299000,,,11.0,,,False,False,2018,Chinese Grand Prix
0 days 00:55:10.534000,SIR,35,0 days 00:01:45.487000,28.0,1.0,,0 days 00:55:08.823000,0 days 00:00:26.838000,0 days 00:00:30.340000,0 days 00:00:48.309000,0 days 00:53:51.912000,0 days 00:54:22.252000,0 days 00:55:10.561000,266.0,266.0,,,False,SOFT,27.0,True,Williams,0 days 00:53:25.047000,,,14.0,,,False,False,2018,Chinese Grand Prix
0 days 01:05:09.603000,SIR,35,0 days 00:01:48.838000,33.0,1.0,,0 days 01:05:07.877000,0 days 00:00:28.367000,0 days 00:00:30.750000,0 days 00:00:49.721000,0 days 01:03:49.159000,0 days 01:04:19.909000,0 days 01:05:09.630000,255.0,252.0,,286.0,False,SOFT,32.0,True,Williams,0 days 01:03:20.765000,,4,16.0,,,False,False,2018,Chinese Grand Prix
0 days 00:57:04.316000,ERI,9,0 days 00:01:46.213000,29.0,1.0,,0 days 00:57:02.968000,0 days 00:00:27.070000,0 days 00:00:30.609000,0 days 00:00:48.534000,0 days 00:55:45.189000,0 days 00:56:15.798000,0 days 00:57:04.332000,273.0,267.0,,307.0,False,SOFT,28.0,True,Sauber,0 days 00:55:18.103000,,21,16.0,,,False,False,2018,Chinese Grand Prix
0 days 00:34:43.297000,GRO,8,0 days 00:01:45.320000,16.0,1.0,,0 days 00:34:41.572000,0 days 00:00:27.201000,0 days 00:00:30.416000,0 days 00:00:47.703000,0 days 00:33:25.227000,0 days 00:33:55.643000,0 days 00:34:43.346000,273.0,266.0,,,False,ULTRASOFT,18.0,False,Haas F1 Team,0 days 00:32:57.977000,,,9.0,,,False,False,2018,Chinese Grand Prix
0 days 01:27:40.294000,GRO,8,0 days 00:01:45.401000,46.0,1.0,,0 days 01:27:38.575000,0 days 00:00:27.070000,0 days 00:00:30.319000,0 days 00:00:48.012000,0 days 01:26:22.012000,0 days 01:26:52.331000,0 days 01:27:40.343000,279.0,261.0,,314.0,False,ULTRASOFT,48.0,False,Haas F1 Team,0 days 01:25:54.893000,,1,15.0,,,False,False,2018,Chinese Grand Prix
0 days 00:41:50.777000,GAS,10,0 days 00:01:46.866000,20.0,1.0,,0 days 00:41:49.551000,0 days 00:00:26.812000,0 days 00:00:30.808000,0 days 00:00:49.246000,0 days 00:40:30.723000,0 days 00:41:01.531000,0 days 00:41:50.777000,273.0,264.0,,312.0,False,MEDIUM,19.0,True,Toro Rosso,0 days 00:40:03.911000,,,19.0,,,False,False,2018,Chinese Grand Prix
0 days 01:01:03.056000,GAS,10,0 days 00:02:17.386000,31.0,1.0,,0 days 01:01:01.505000,0 days 00:00:34.566000,0 days 00:00:40.986000,0 days 00:01:01.834000,0 days 00:59:20.236000,0 days 01:00:01.222000,0 days 01:01:03.056000,231.0,216.0,,234.0,False,MEDIUM,30.0,True,Toro Rosso,0 days 00:58:45.670000,,14,16.0,,,False,False,2018,Chinese Grand Prix
0 days 00:43:30.415000,LEC,16,0 days 00:01:47.280000,21.0,1.0,,0 days 00:43:28.793000,0 days 00:00:27.549000,0 days 00:00:31.300000,0 days 00:00:48.431000,0 days 00:42:10.709000,0 days 00:42:42.009000,0 days 00:43:30.440000,243.0,261.0,,312.0,False,SOFT,20.0,True,Sauber,0 days 00:41:43.135000,,,18.0,,,False,False,2018,Chinese Grand Prix
0 days 00:24:54.396000,HAR,28,0 days 00:01:46.763000,10.0,1.0,,0 days 00:24:52.688000,0 days 00:00:27.007000,0 days 00:00:30.929000,0 days 00:00:48.827000,0 days 00:23:34.690000,0 days 00:24:05.619000,0 days 00:24:54.446000,271.0,264.0,,309.0,False,ULTRASOFT,9.0,True,Toro Rosso,0 days 00:23:07.633000,,,20.0,,,False,False,2018,Chinese Grand Prix
0 days 00:59:10.256000,HAR,28,0 days 00:01:55.826000,30.0,1.0,,0 days 00:59:08.711000,0 days 00:00:27.432000,0 days 00:00:33.770000,0 days 00:00:54.624000,0 days 00:57:41.912000,0 days 00:58:15.682000,0 days 00:59:10.306000,271.0,141.0,,324.0,False,ULTRASOFT,29.0,True,Toro Rosso,0 days 00:57:14.430000,,14,19.0,,,False,False,2018,Chinese Grand Prix
0 days 01:36:21.387000,HAR,28,0 days 00:01:45.667000,51.0,2.0,,0 days 01:36:19.661000,0 days 00:00:26.962000,0 days 00:00:29.918000,0 days 00:00:48.787000,0 days 01:35:02.732000,0 days 01:35:32.650000,0 days 01:36:21.437000,262.0,259.0,,303.0,False,SOFT,5.0,True,Toro Rosso,0 days 01:34:35.720000,,1,20.0,,,False,False,2018,Chinese Grand Prix
0 days 00:34:50.201000,GAS,10,0 days 00:01:55.851000,12.0,1.0,,0 days 00:34:49.061000,0 days 00:00:39.626000,0 days 00:00:45.343000,0 days 00:00:30.882000,0 days 00:33:34.080000,0 days 00:34:19.423000,0 days 00:34:50.305000,184.0,202.0,,304.0,False,ULTRASOFT,11.0,True,Toro Rosso,0 days 00:32:54.350000,,1,14.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:24:55.903000,GAS,10,0 days 00:02:10.628000,39.0,2.0,,0 days 01:24:54.717000,0 days 00:00:37.886000,0 days 00:00:49.425000,0 days 00:00:43.317000,0 days 01:23:23.265000,0 days 01:24:12.690000,0 days 01:24:56.007000,201.0,169.0,,169.0,False,SOFT,27.0,True,Toro Rosso,0 days 01:22:45.275000,,124,14.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:13:27.958000,PER,11,,2.0,1.0,,0 days 00:13:26.917000,0 days 00:01:15.254000,0 days 00:01:02.767000,0 days 00:00:50.618000,0 days 00:11:34.722000,0 days 00:12:37.444000,0 days 00:13:28.156000,106.0,104.0,,140.0,False,ULTRASOFT,4.0,False,Force India,0 days 00:10:19.309000,,4,9.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:25:35.738000,PER,11,0 days 00:02:19.099000,40.0,2.0,,0 days 01:25:34.563000,0 days 00:00:42.920000,0 days 00:00:57.442000,0 days 00:00:38.737000,0 days 01:23:59.663000,0 days 01:24:57.105000,0 days 01:25:35.842000,99.0,175.0,,242.0,False,SOFT,38.0,True,Force India,0 days 01:23:16.639000,,24,5.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:11:00.546000,ALO,14,0 days 00:03:18.104000,1.0,,,0 days 00:10:58.372000,,0 days 00:01:19.762000,0 days 00:01:04.814000,,0 days 00:09:55.758000,0 days 00:11:00.699000,125.0,84.0,,160.0,False,nan,,True,McLaren,0 days 00:07:42.253000,,24,16.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:26:16.626000,ALO,14,,40.0,1.0,,0 days 01:26:15.363000,0 days 00:00:51.002000,0 days 00:00:56.423000,0 days 00:00:42.951000,0 days 01:24:37.278000,0 days 01:25:33.705000,0 days 01:26:16.861000,122.0,130.0,,194.0,False,SOFT,39.0,True,McLaren,0 days 01:23:46.244000,,24,10.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:56:21.715000,LEC,16,0 days 00:01:52.685000,24.0,1.0,,0 days 00:56:21.990000,0 days 00:00:38.378000,0 days 00:00:43.378000,0 days 00:00:30.929000,0 days 00:55:07.580000,0 days 00:55:50.958000,0 days 00:56:21.887000,202.0,195.0,,299.0,False,SUPERSOFT,23.0,True,Sauber,0 days 00:54:29.030000,,1,8.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:26:01.825000,LEC,16,0 days 00:02:26.860000,40.0,2.0,,0 days 01:26:00.863000,0 days 00:00:50.108000,0 days 00:00:54.838000,0 days 00:00:41.914000,0 days 01:24:25.245000,0 days 01:25:20.083000,0 days 01:26:01.997000,150.0,139.0,,230.0,False,SOFT,16.0,True,Sauber,0 days 01:23:34.965000,,24,8.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:54:39.654000,STR,18,0 days 00:01:54.215000,23.0,1.0,,0 days 00:54:39.170000,0 days 00:00:38.848000,0 days 00:00:44.175000,0 days 00:00:31.192000,0 days 00:53:24.998000,0 days 00:54:09.173000,0 days 00:54:40.365000,193.0,200.0,,307.0,False,SUPERSOFT,22.0,True,Williams,0 days 00:52:45.439000,,1,10.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:26:04.181000,STR,18,0 days 00:02:28.672000,40.0,2.0,,0 days 01:26:03.722000,0 days 00:00:50.628000,0 days 00:00:54.735000,0 days 00:00:43.309000,0 days 01:24:26.848000,0 days 01:25:21.583000,0 days 01:26:04.892000,142.0,131.0,,215.0,False,SOFT,17.0,True,Williams,0 days 01:23:35.509000,,24,9.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:44:00.224000,VAN,2,0 days 00:01:54.173000,17.0,1.0,,0 days 00:43:59.113000,0 days 00:00:38.954000,0 days 00:00:44.348000,0 days 00:00:30.871000,0 days 00:42:45.133000,0 days 00:43:29.481000,0 days 00:44:00.352000,198.0,207.0,,304.0,False,SUPERSOFT,16.0,True,McLaren,0 days 00:42:06.051000,,1,13.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:59:02.695000,VAN,2,0 days 00:01:58.878000,25.0,2.0,,0 days 00:59:02.815000,0 days 00:00:39.444000,0 days 00:00:47.145000,0 days 00:00:32.289000,0 days 00:57:43.389000,0 days 00:58:30.534000,0 days 00:59:02.823000,174.0,190.0,,297.0,False,SOFT,8.0,True,McLaren,0 days 00:57:03.817000,,1,14.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:25:28.771000,VAN,2,0 days 00:02:19.187000,39.0,3.0,,0 days 01:25:27.595000,0 days 00:00:40.501000,0 days 00:00:56.426000,0 days 00:00:42.260000,0 days 01:23:50.213000,0 days 01:24:46.639000,0 days 01:25:28.899000,189.0,158.0,,201.0,False,ULTRASOFT,14.0,True,McLaren,0 days 01:23:09.584000,,24,16.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:41:51.911000,VAN,2,,46.0,4.0,,0 days 01:41:50.735000,0 days 00:00:48.384000,0 days 00:01:11.681000,0 days 00:00:42.464000,0 days 01:39:58.108000,0 days 01:41:09.575000,0 days 01:41:52.174000,167.0,136.0,,180.0,False,ULTRASOFT,7.0,True,McLaren,0 days 01:39:09.377000,,4,14.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:11:13.611000,MAG,20,0 days 00:03:31.147000,1.0,,,0 days 00:11:12.248000,,0 days 00:01:24.129000,0 days 00:01:09.147000,,0 days 00:10:04.479000,0 days 00:11:13.748000,126.0,102.0,,101.0,False,nan,,True,Haas F1 Team,0 days 00:07:42.253000,,24,17.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:24:38.037000,MAG,20,0 days 00:02:07.833000,39.0,1.0,,0 days 01:24:36.731000,0 days 00:00:38.552000,0 days 00:00:44.479000,0 days 00:00:44.802000,0 days 01:23:08.771000,0 days 01:23:53.250000,0 days 01:24:38.052000,182.0,174.0,,268.0,False,SOFT,38.0,True,Haas F1 Team,0 days 01:22:30.204000,,124,13.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:10:36.729000,HAR,28,0 days 00:02:54.272000,1.0,,,0 days 00:10:35.436000,,0 days 00:01:19.020000,0 days 00:00:39.872000,,0 days 00:09:56.857000,0 days 00:10:36.857000,106.0,86.0,,252.0,False,nan,,True,Toro Rosso,0 days 00:07:42.253000,,24,15.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:53:25.659000,HAR,28,0 days 00:01:54.983000,22.0,1.0,,0 days 00:53:24.533000,0 days 00:00:38.890000,0 days 00:00:44.477000,0 days 00:00:31.616000,0 days 00:52:09.566000,0 days 00:52:54.043000,0 days 00:53:25.659000,198.0,210.0,,297.0,False,ULTRASOFT,21.0,True,Toro Rosso,0 days 00:51:30.676000,,1,15.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:25:06.255000,HAR,28,0 days 00:02:13.044000,39.0,2.0,,0 days 01:25:04.967000,0 days 00:00:38.108000,0 days 00:00:53.389000,0 days 00:00:41.547000,0 days 01:23:31.319000,0 days 01:24:24.708000,0 days 01:25:06.255000,202.0,173.0,,183.0,False,SUPERSOFT,17.0,True,Toro Rosso,0 days 01:22:53.211000,,124,15.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:19:11.165000,RIC,3,0 days 00:01:50.554000,37.0,1.0,,0 days 01:19:09.971000,0 days 00:00:37.409000,0 days 00:00:43.101000,0 days 00:00:30.044000,0 days 01:17:58.091000,0 days 01:18:41.192000,0 days 01:19:11.236000,205.0,201.0,,325.0,False,SUPERSOFT,40.0,False,Red Bull Racing,0 days 01:17:20.611000,,1,5.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:20:57.707000,VER,33,0 days 00:01:49.815000,38.0,1.0,,0 days 01:20:56.542000,0 days 00:00:37.389000,0 days 00:00:42.344000,0 days 00:00:30.082000,0 days 01:19:45.392000,0 days 01:20:27.736000,0 days 01:20:57.818000,207.0,212.0,,308.0,False,SUPERSOFT,41.0,False,Red Bull Racing,0 days 01:19:07.892000,,1,4.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:52:09.455000,HAM,44,0 days 00:01:55.171000,22.0,1.0,,0 days 00:52:08.205000,0 days 00:00:40.878000,0 days 00:00:43.704000,0 days 00:00:30.589000,0 days 00:50:55.281000,0 days 00:51:38.985000,0 days 00:52:09.574000,184.0,211.0,,309.0,False,SUPERSOFT,26.0,False,Mercedes,0 days 00:50:14.284000,,1,3.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:24:38.958000,HAM,44,0 days 00:02:05.747000,40.0,2.0,,0 days 01:24:37.761000,0 days 00:00:37.255000,0 days 00:00:43.498000,0 days 00:00:44.994000,0 days 01:23:10.585000,0 days 01:23:54.083000,0 days 01:24:39.077000,203.0,163.0,,239.0,False,SOFT,18.0,True,Mercedes,0 days 01:22:33.211000,,124,3.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:06:15.159000,VET,5,0 days 00:01:50.536000,30.0,1.0,,0 days 01:06:13.943000,0 days 00:00:37.445000,0 days 00:00:42.911000,0 days 00:00:30.180000,0 days 01:05:02.154000,0 days 01:05:45.065000,0 days 01:06:15.245000,210.0,215.0,,307.0,False,SUPERSOFT,32.0,False,Ferrari,0 days 01:04:24.623000,,1,1.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:24:27.541000,VET,5,0 days 00:02:01.148000,40.0,2.0,,0 days 01:24:26.324000,0 days 00:00:36.987000,0 days 00:00:42.209000,0 days 00:00:41.952000,0 days 01:23:03.466000,0 days 01:23:45.675000,0 days 01:24:27.627000,216.0,211.0,,206.0,False,SOFT,10.0,True,Ferrari,0 days 01:22:26.393000,,124,2.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:40:03.602000,SAI,55,0 days 00:01:55.203000,15.0,1.0,,0 days 00:40:02.414000,0 days 00:00:39.388000,0 days 00:00:44.953000,0 days 00:00:30.862000,0 days 00:38:47.890000,0 days 00:39:32.843000,0 days 00:40:03.705000,184.0,192.0,,303.0,False,ULTRASOFT,17.0,False,Renault,0 days 00:38:08.399000,,12,9.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:25:49.744000,SAI,55,0 days 00:02:22.488000,40.0,2.0,,0 days 01:25:48.534000,0 days 00:00:46.233000,0 days 00:00:53.262000,0 days 00:00:42.993000,0 days 01:24:13.592000,0 days 01:25:06.854000,0 days 01:25:49.847000,125.0,157.0,,182.0,False,SOFT,25.0,True,Renault,0 days 01:23:27.256000,,24,7.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:10:17.254000,RAI,7,0 days 00:02:34.726000,1.0,,,0 days 00:10:15.946000,,0 days 00:01:05.914000,0 days 00:00:41.906000,,0 days 00:09:36.113000,0 days 00:10:17.323000,187.0,145.0,,211.0,False,nan,,True,Ferrari,0 days 00:07:42.253000,,24,6.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:25:23.239000,RAI,7,0 days 00:02:17.585000,40.0,1.0,,0 days 01:25:22.554000,0 days 00:00:38.578000,0 days 00:00:55.782000,0 days 00:00:43.225000,0 days 01:23:44.301000,0 days 01:24:40.083000,0 days 01:25:23.308000,,169.0,,175.0,False,SOFT,39.0,True,Ferrari,0 days 01:23:05.654000,,124,4.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:24:09.569000,BOT,77,0 days 00:01:56.537000,40.0,1.0,,0 days 01:24:08.429000,0 days 00:00:37.529000,0 days 00:00:43.370000,0 days 00:00:35.638000,0 days 01:22:50.716000,0 days 01:23:34.086000,0 days 01:24:09.724000,205.0,209.0,,311.0,False,SUPERSOFT,43.0,False,Mercedes,0 days 01:22:13.032000,,124,1.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:13:33.798000,GRO,8,,2.0,1.0,,0 days 00:13:32.540000,0 days 00:01:14.529000,0 days 00:01:03.804000,0 days 00:00:47.607000,0 days 00:11:42.445000,0 days 00:12:46.250000,0 days 00:13:34.011000,120.0,150.0,,196.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:10:27.847000,,4,15.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:25:40.950000,GRO,8,0 days 00:02:20.263000,40.0,2.0,,0 days 01:25:39.705000,0 days 00:00:44.625000,0 days 00:00:53.594000,0 days 00:00:42.044000,0 days 01:24:05.370000,0 days 01:24:58.964000,0 days 01:25:41.008000,109.0,168.0,,194.0,False,SUPERSOFT,38.0,True,Haas F1 Team,0 days 01:23:20.687000,,24,6.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:11:18.825000,ERI,9,0 days 00:03:36.382000,1.0,,,0 days 00:11:17.234000,,0 days 00:01:27.588000,0 days 00:01:09.436000,,0 days 00:10:09.484000,0 days 00:11:19,119.0,90.0,,119.0,False,nan,,True,Sauber,0 days 00:07:42.253000,,24,18.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:46:20.339000,ERI,9,0 days 00:02:16.714000,18.0,1.0,,0 days 00:46:19.205000,0 days 00:00:56.230000,0 days 00:00:47.790000,0 days 00:00:32.694000,0 days 00:44:59.950000,0 days 00:45:47.740000,0 days 00:46:20.434000,155.0,183.0,,299.0,False,SOFT,17.0,True,Sauber,0 days 00:44:03.625000,,12,17.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:19:52.732000,ERI,9,0 days 00:01:59.730000,36.0,2.0,,0 days 01:19:51.615000,0 days 00:00:39.351000,0 days 00:00:48.152000,0 days 00:00:32.227000,0 days 01:18:32.448000,0 days 01:19:20.600000,0 days 01:19:52.827000,188.0,169.0,,305.0,False,ULTRASOFT,18.0,True,Sauber,0 days 01:17:53.002000,,1,17.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 01:26:41.882000,ERI,9,0 days 00:02:28.577000,39.0,3.0,,0 days 01:26:40.852000,0 days 00:01:03.570000,0 days 00:00:49.543000,0 days 00:00:35.464000,0 days 01:25:16.970000,0 days 01:26:06.513000,0 days 01:26:41.977000,165.0,171.0,,296.0,False,ULTRASOFT,3.0,True,Sauber,0 days 01:24:13.305000,,4,17.0,,,False,False,2018,Azerbaijan Grand Prix
0 days 00:48:41.681000,PER,11,0 days 00:01:28.302000,26.0,1.0,,0 days 00:48:38.968000,0 days 00:00:23.799000,0 days 00:00:31.773000,0 days 00:00:32.730000,0 days 00:47:37.193000,0 days 00:48:08.966000,0 days 00:48:41.696000,267.0,247.0,,307.0,False,SOFT,25.0,True,Force India,0 days 00:47:13.379000,,1,11.0,,,False,False,2018,Spanish Grand Prix
0 days 01:08:52.309000,PER,11,0 days 00:01:57.803000,40.0,2.0,,0 days 01:08:49.631000,0 days 00:00:34.533000,0 days 00:00:42.975000,0 days 00:00:40.295000,0 days 01:07:29.054000,0 days 01:08:12.029000,0 days 01:08:52.324000,198.0,194.0,,315.0,False,MEDIUM,14.0,True,Force India,0 days 01:06:54.506000,,26,10.0,,,False,False,2018,Spanish Grand Prix
0 days 00:41:30.629000,ALO,14,0 days 00:01:26.572000,21.0,1.0,,0 days 00:41:27.923000,0 days 00:00:23.657000,0 days 00:00:31.094000,0 days 00:00:31.821000,0 days 00:40:27.749000,0 days 00:40:58.843000,0 days 00:41:30.664000,269.0,271.0,,295.0,False,SUPERSOFT,23.0,False,McLaren,0 days 00:40:04.057000,,1,10.0,,,False,False,2018,Spanish Grand Prix
0 days 00:40:05.458000,LEC,16,0 days 00:01:27.170000,20.0,1.0,,0 days 00:40:02.878000,0 days 00:00:23.571000,0 days 00:00:31.430000,0 days 00:00:32.169000,0 days 00:39:01.882000,0 days 00:39:33.312000,0 days 00:40:05.481000,273.0,272.0,,,False,SOFT,19.0,True,Sauber,0 days 00:38:38.288000,,1,10.0,,,False,False,2018,Spanish Grand Prix
0 days 00:40:14.637000,STR,18,0 days 00:01:27.849000,20.0,1.0,,0 days 00:40:11.919000,0 days 00:00:23.599000,0 days 00:00:31.645000,0 days 00:00:32.605000,0 days 00:39:10.409000,0 days 00:39:42.054000,0 days 00:40:14.659000,269.0,261.0,,305.0,False,SOFT,19.0,True,Williams,0 days 00:38:46.788000,,1,14.0,,,False,False,2018,Spanish Grand Prix
0 days 00:59:49.316000,VAN,2,0 days 00:01:26.531000,34.0,1.0,,0 days 00:59:46.640000,0 days 00:00:23.756000,0 days 00:00:31.041000,0 days 00:00:31.734000,0 days 00:58:46.559000,0 days 00:59:17.600000,0 days 00:59:49.334000,271.0,267.0,,294.0,False,SOFT,36.0,False,McLaren,0 days 00:58:22.785000,,1,8.0,,,False,False,2018,Spanish Grand Prix
0 days 01:19:14.611000,VAN,2,,46.0,2.0,,0 days 01:19:14.629000,0 days 00:00:23.317000,,,0 days 01:19:02.495000,,,,,,,False,MEDIUM,12.0,True,McLaren,0 days 01:16:39.864000,,1,15.0,,,False,False,2018,Spanish Grand Prix
0 days 00:56:31.408000,MAG,20,0 days 00:01:26.628000,32.0,1.0,,0 days 00:56:28.705000,0 days 00:00:23.528000,0 days 00:00:31.373000,0 days 00:00:31.727000,0 days 00:55:28.349000,0 days 00:55:59.722000,0 days 00:56:31.449000,272.0,263.0,,,False,SOFT,35.0,False,Haas F1 Team,0 days 00:55:04.780000,,1,6.0,,,False,False,2018,Spanish Grand Prix
0 days 00:09:15.512000,HAR,28,0 days 00:02:11.078000,1.0,,,0 days 00:09:12.755000,,0 days 00:00:57.230000,0 days 00:00:37.601000,,0 days 00:08:37.928000,0 days 00:09:15.584000,194.0,130.0,,304.0,False,nan,,True,Toro Rosso,0 days 00:07:04.213000,,24,15.0,,,False,False,2018,Spanish Grand Prix
